Symbol,Name,cash_ratio,return_to_equity,price_to_book,pe,short_interest_ratio,debt_to_equity,eps,last_price,previous_year_price
RDN,Radian Group Inc.,null,5.327514997,1.153829043,8.799,1.759,33.6741,0.53,16.2599,22.51
RL,Ralph Lauren Corporation,1.2909,4.818706527,2.983555208,17.5837,3.605,17.2442,0.51,129.07,100.14
RPT,Ramco-Gershenson Properties Trust,1.018,7.354473201,1.351507848,50.832,7.96,133.9658,0.07,13.15,14.39
RPT^D,Ramco-Gershenson Properties Trust,1.1917,null,null,null,null,null,null,null,
RRC,Range Resources Corporation,1.2626,3.718520377,0.701373894,56.3419,5.34,69.9568,0.2,17.13,
RNGR,"Ranger Energy Services, Inc.",0.0194,-5.848513902,1.495320281,null,6.78,23.7219,-0.68,9.33,9.79
RJF,"Raymond James Financial, Inc.",null,13.22440618,2.276991865,15.854,2.267,59.2492,1.67,92.97,89.53
RYAM,Rayonier Advanced Materials Inc.,0.2603,109.8445403,1.500967451,18.0979,8.468,225.2354,0.41,16.5,19.11
RYAM^A,Rayonier Advanced Materials Inc.,null,null,null,null,null,null,null,null,
RYN,Rayonier Inc.,1.4162,9.747787862,2.986779606,46.4271,4.035,61.0468,0.31,38.97,31.41
RTN,Raytheon Company,0.4054,20.86222783,5.444224939,21.8641,3.109,49.3406,2.2,196.29,186.89
RMAX,"RE/MAX Holdings, Inc.",0.6387,2.777825682,2.081828503,31.8417,5.124,60.9599,0.28,53.55,52.6
RLGY,Realogy Holdings Corp.,0.1684,16.3469558,1.247729089,19.6118,14.635,155.8351,-0.51,22.91,26.9
O,Realty Income Corporation,null,4.378000217,2.108989274,47.9058,11.587,90.7301,0.29,54.815,55.74
RHT,"Red Hat, Inc.",0.7725,21.83045186,17.14139611,67.1086,3.371,52.2367,0.64,136.43,125.75
RLH,Red Lion Hotels Corporation,0.9146,4.26723622,1.61403099,190.6993,5.485,45.2658,0.11,11.35,9.45
RWT,"Redwood Trust, Inc.",0.924,12.26044261,1.028211426,9.8954,10.412,460.8372,0.6,16.4848,15.12
RBC,Regal Beloit Corporation,0.9402,9.956432315,1.465991349,17.3195,6.5,49.4873,1.32,82.15,76
RWGE,Regalwood Global Energy Ltd.,0.8859,null,0.299770188,2061.4129,0.356,0,null,9.75,
RWGE.U,Regalwood Global Energy Ltd.,null,null,null,null,null,null,null,null,
RWGE.WS,Regalwood Global Energy Ltd.,null,null,null,null,null,null,null,null,
REG,Regency Centers Corporation,null,3.718924561,1.60652448,137.8175,2.608,58.5023,0.31,62.46,68.59
RM,Regional Management Corp.,null,13.37551012,1.692705582,10.3278,8.094,219.266,0.74,36.39,25.37
RF,Regions Financial Corporation,null,8.578527527,1.369783182,14.6746,1.9,53.471,0.35,18.18,17.31
RF^A,Regions Financial Corporation,null,null,null,null,null,null,null,null,
RF^B,Regions Financial Corporation,null,null,null,null,null,null,null,null,
RGS,Regis Corporation,0.9682,1.01923832,1.507073684,32.4798,16.376,17.5346,-0.12,16.96,15.53
RGA,"Reinsurance Group of America, Incorporated",0.8759,21.63218317,0.980625843,12.9574,4.098,39.3154,1.55,135.895,160.36
RZA,"Reinsurance Group of America, Incorporated",1.021,null,null,null,null,null,null,null,
RZB,"Reinsurance Group of America, Incorporated",0.6883,null,null,null,null,null,null,null,
RS,Reliance Steel & Aluminum Co.,0.1663,14.91173463,1.367363528,14.5316,2.007,43.1176,2.32,90.2,83.68
RENX,RELX N.V.,null,71.00363792,null,null,0.964,null,null,20.91,22.67
RELX,RELX PLC,null,71.00363792,null,null,0.591,null,null,21.37,23.3
RNR,RenaissanceRe Holdings Ltd.,null,-6.653007088,1.22085161,14.1902,2.658,24.5276,1.42,120.82,128
RNR^C,RenaissanceRe Holdings Ltd.,null,null,null,null,null,null,null,null,
RNR^E,RenaissanceRe Holdings Ltd.,null,null,null,null,null,null,null,null,
RNR^F,RenaissanceRe Holdings Ltd.,null,null,null,null,null,null,null,null,
SOL,Renesola Ltd.,0.0712,null,1.078471136,null,3.392,58.2573,0.1429,2.695,2.96
RENN,Renren Inc.,0.4102,-19.58565506,0.209205028,null,3.198,22.1124,-0.6031,2.5399,10.18
RSG,"Republic Services, Inc.",0.0245,17.03355541,2.879060631,27.2272,4.134,103.7273,0.72,69.32,64.8
RMD,ResMed Inc.,2.2824,15.67548548,7.238503197,30.2167,5.085,39.1879,0.77,105.9,
REN           ,Resolute Energy Corporation,2.307,null,null,161.2688,9.475,null,-0.64,33.48,26.31
RFP,Resolute Forest Products Inc.,0.6332,-1.651376147,0.542359122,58.0049,0.998,48.2353,0.11,9.975,9.05
QSR,Restaurant Brands International Inc.,1.5262,37.57821192,6.982473646,39.9586,5.525,582.4591,0.6,59.57,61
RPAI,"Retail Properties of America, Inc.",null,15.06248503,1.501378332,99.845,1.756,84.9683,0.19,12.94,13.04
REVG,"REV Group, Inc.",0.0379,9.800013252,1.774020924,53.8594,9.379,63.5909,0.12,16.59,27.12
REV,"Revlon, Inc.",0.0352,null,null,67.1569,15.785,null,-1.71,18,21.05
REX,REX American Resources Corporation,8.3632,12.28658801,1.342527361,18.8138,11.91,0,1.45,80.85,84.96
REXR,"Rexford Industrial Realty, Inc.",9.9501,4.077356267,2.019826666,343.7692,2.481,53.3647,0.16,31.44,30.8
REXR^A,"Rexford Industrial Realty, Inc.",8.2805,null,null,null,null,null,null,null,
REXR^B,"Rexford Industrial Realty, Inc.",8.7349,null,null,null,null,null,null,null,
RXN,Rexnord Corporation,8.8942,4.616125783,2.524797422,22.9143,6.203,111.8166,-0.65,29.77,24.53
RXN^A,Rexnord Corporation,1.2733,null,null,null,null,null,null,null,
RH,RH,1.2949,10.64552912,364.7714728,71.4218,10.401,13352.43,1.3,146,96.88
RMP,Rice Midstream Partners LP,0.6126,9.786842799,0.701669576,14.134,1.873,12.7668,0.48,17.36,21.77
RNG,"Ringcentral, Inc.",0.4791,-10.50225417,19.54492106,null,3.596,129.2356,-0.03,70.65,46.6
RIO,Rio Tinto Plc,0.0345,20.86165641,null,null,2.333,null,null,55.61,
RBA,Ritchie Bros. Auctioneers Incorporated,0.5677,11.20191748,4.827929798,26.0934,13.662,102.2473,0.16,35.38,28.24
RAD,Rite Aid Corporation,0.0817,85.18608809,1.373304988,94.1961,19.159,211.8435,null,2.03,1.81
RMPL^,RiverNorth Marketplace Lending Corporation,0.0713,null,null,null,null,null,null,null,
RIV,"RiverNorth Opportunities Fund, Inc.",0.0802,null,null,null,2.798,null,null,20.62,19.67
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",0.0246,null,null,null,0.197,null,null,17.5289,18.35
RLI,RLI Corp.,0.1291,11.59156786,3.570818491,27.5885,20.288,17.8856,0.28,66.84,57.85
RLJ,RLJ Lodging Trust,null,2.316461927,1.238001233,18.4401,4.048,83.1469,0.1,22.47,21.45
RLJ^A,RLJ Lodging Trust,null,null,null,null,null,null,null,null,
RRTS,"Roadrunner Transportation Systems, Inc",null,null,0.835380599,null,3.291,null,null,2.4,8.43
RHI,Robert Half International Inc.,0.382,28.07527303,7.611288445,18.5775,4.906,0.0713,0.79,67.46,54.36
ROK,"Rockwell Automation, Inc.",1.1578,19.87937274,10.65136022,23.8741,3.58,79.0006,1.79,168.14,190.75
COL,"Rockwell Collins, Inc.",1.0903,20.13512017,3.318929302,18.9282,2.977,111.0207,1.44,135.32,
RCI,"Rogers Communication, Inc.",0,29.2149088,null,null,21.152,230.6274,null,47.19,50.39
ROG,Rogers Corporation,1.732,10.76439765,2.543099965,25.1051,3.081,16.4684,1.43,111.936,157.19
ROL,"Rollins, Inc.",0.2819,30.06930838,17.04964803,49.4457,18.624,0,0.22,52.04,45.3
ROP,"Roper Technologies, Inc.",0.1789,15.61752788,3.919098099,33.1627,3.997,64.5937,2.05,279.43,255.42
RST,Rosetta Stone,0.2953,null,null,null,2.03,null,-0.29,16.27,12.94
RDC,Rowan Companies plc,5.112,-0.940178992,0.348043037,40.3671,5.626,47.5185,-0.89,16.16,14.5
RY,Royal Bank Of Canada,null,16.85002852,null,null,8.325,308.1985,null,74.85,79.35
RY^T,Royal Bank Of Canada,null,null,null,null,null,null,null,null,
RBS,Royal Bank Scotland plc (The),null,2.635735237,null,null,4.201,356.5307,null,6.8,7.59
RBS^S,Royal Bank Scotland plc (The),null,null,null,null,null,null,null,null,
RCL,Royal Caribbean Cruises Ltd.,0.0214,16.36125937,2.090495468,15.53,1.902,82.7361,1.03,106.64,123.83
RDS.A,Royal Dutch Shell PLC,null,null,null,null,null,null,null,null,
RDS.B,Royal Dutch Shell PLC,null,null,null,null,null,null,null,null,
RGT,"Royce Global Value Trust, Inc.",null,null,null,null,0.418,null,null,10.69,10.38
RMT,"Royce Micro-Cap Trust, Inc.",null,null,null,null,0.301,null,null,10.12,9.09
RVT,"Royce Value Trust, Inc.",null,null,null,null,1.124,null,null,15.9233,
RES,"RPC, Inc.",0.5657,24.51695361,3.241325042,71.3819,14.651,0,0.24,14.72,24.65
RPM,RPM International Inc.,0.2837,25.68861003,4.223842075,22.121,5.547,133.6754,null,52.99,52.64
RSPP,"RSP Permian, Inc.",0.2157,6.632287366,1.438524308,67.6214,3.261,35.8155,0.57,43.91,37.09
RTEC,"Rudolph Technologies, Inc.",0.2492,12.53788918,2.723801115,23.3206,2.281,0,0.48,29.875,
RYB,"RYB Education, Inc.",0.2867,null,5.749099441,null,5.098,0,-0.09,20.4,17.18
R,"Ryder System, Inc.",0.0408,31.72916433,1.324579628,15.0518,4.051,198.6028,0.64,71.295,81.76
RYI,Ryerson Holding Corporation,0.1204,null,174.4152234,8.7555,2.355,43104.1667,0.28,11.6,8.85
RHP,"Ryman Hospitality Properties, Inc.",0.272,47.62142391,11.74064546,20.2643,2.115,458.2375,0.53,82.38,67.93
SPGI,S&P Global Inc.,0.5601,399.2462312,7271.903912,25.2767,1.937,51000,1.94,204.69,172.57
SBR,Sabine Royalty Trust,4.2124,598.6533233,124.1395106,17.1076,0.706,0,0.68,46.75,43.35
SB,"Safe Bulkers, Inc",1.0362,-17.48251201,0.826167468,null,3.044,124.9433,0.03,3.58,3.32
SB^C,"Safe Bulkers, Inc",null,null,null,null,null,null,null,null,
SB^D,"Safe Bulkers, Inc",null,null,null,null,null,null,null,null,
SFE,"Safeguard Scientifics, Inc.",0.7415,-65.03260806,3.669699898,null,11.776,114.1491,-0.3,13.237,11.75
SAFE,"Safety, Income & Growth Inc.",null,null,0.962569478,null,6.359,84.883,0.2,19.29,18
SAIL,"SailPoint Technologies Holdings, Inc.",1.4273,null,6.232396878,null,0.487,20.8498,-0.07,24.88,
CRM,Salesforce.com Inc,0.4222,5.061310418,8.799500854,464.2461,3.264,28.7071,0.47,135.84,103.67
SMM,Salient Midstream & MLP Fund,0.4652,null,null,null,0.014,null,null,10.03,10.71
SBH,"Sally Beauty Holdings, Inc.",0.5028,null,null,11.4757,16.062,null,0.49,16.56,16.37
SJT,San Juan Basin Royalty Trust,0.4464,471.0408271,37.99395235,12.2837,1.659,0,0.1336,6.17,
SN,Sanchez Energy Corporation,0.9068,null,null,22.6628,5.937,null,-0.3,4.69,4.8
SD,"SandRidge Energy, Inc.",0.1499,-5.416328702,0.750159317,5.0165,2.772,0,-1.18,17.72,18.34
SDT,SandRidge Mississippian Trust I,null,18.99937296,1.779344162,6.5973,0.184,0,0.0424,1.964,1.05
SDR,SandRidge Mississippian Trust II,null,23.70560013,1.746767102,5.9059,0.184,0,0.0581,1.76,1.06
PER,SandRidge Permian Trust,null,null,null,5.2865,1.101,null,0.113,2.5995,2.5
SNY,Sanofi,null,null,null,null,2.13,null,null,40.219,43.96
SC,Santander Consumer USA Holdings Inc.,null,21.18528815,1.005573222,6.8255,1.86,465.434,0.67,19.075,18.42
SOV^C,"Santander Holdings USA, Inc.",null,null,null,null,null,null,null,null,
SAP,SAP SE,0.7398,16.05114992,null,null,3.793,31.4639,null,116.34,112.67
SAB,Saratoga Investment Corp,null,null,null,null,null,null,null,null,
SAR,Saratoga Investment Corp,null,13.04800662,1.111919511,10.4667,0.416,49.7153,null,27.7,22.46
SSL,Sasol Ltd.,null,8.94000024,null,null,7.988,null,null,35.02,
BFS,"Saul Centers, Inc.",null,9.844499257,3.507261611,37.8067,2.702,290.0751,0.31,53.59,61.9
BFS^C,"Saul Centers, Inc.",null,null,null,null,null,null,null,null,
BFS^D,"Saul Centers, Inc.",null,null,null,null,null,null,null,null,
SCG,Scana Corporation,0.1121,-2.170403587,1.007743259,15.8416,4.978,130.5389,1.18,38.9,42.79
SLB,Schlumberger N.V.,0.2572,-3.247775055,2.438866194,60.0977,2.842,49.0521,0.38,67.47,64.18
SNDR,"Schneider National, Inc.",0.6909,26.46195217,2.544370075,3.382,5.667,22.3739,0.27,27.64,26.67
SWM,"Schweitzer-Mauduit International, Inc.",0.6909,7.649564734,2.347686019,11.388,1.275,120.0142,0.67,43.71,44.32
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,0.3199,54.16036309,10.71030729,19.0792,2.62,312.6154,1.16,82.86,77.26
SALT,Scorpio Bulkers Inc.,0.2208,-3.381429685,0.603282842,null,7.282,77.8362,-0.08,7.4,7.7
SLTB,Scorpio Bulkers Inc.,0.1712,null,null,null,null,null,null,null,
SBBC,Scorpio Tankers Inc.,0.2072,null,null,null,null,null,null,null,
SBNA,Scorpio Tankers Inc.,0.2187,null,null,null,null,null,null,null,
STNG,Scorpio Tankers Inc.,0.7441,-12.04011731,0.585443433,null,8.855,126.3444,-0.1,3.045,3.19
SMG,Scotts Miracle-Gro Company (The),0.1157,42.096264,7.177186521,21.6705,5.893,463.2233,2.64,81.76,102.7
KMM,Scudder Multi-Market Income Trust,0.0364,null,null,null,2.969,null,null,8.8093,8.93
KTF,Scudder Municiple Income Trust,null,null,null,null,0.145,null,null,11.015,
KST,Scudder Strategic Income Trust,null,null,null,null,4.475,null,null,12.2999,12.42
KSM,Scudder Strategic Municiple Income Trust,null,null,null,null,0.036,null,null,10.85,11.91
SE,Sea Limited,1.5585,null,17.17248338,null,3.599,257.9972,-0.64,15.22,13.19
SA,"Seabridge Gold, Inc.",1.4872,-5.74822809,null,null,22.948,0,null,11.275,
CKH,"SEACOR Holdings, Inc.",1.7486,6.869559111,1.662053825,256.9763,3.967,91.4652,0.04,57.38,46.55
SMHI,SEACOR Marine Holdings Inc.,0.5955,null,0.831341086,null,9.223,90.6971,-1.64,23.56,12.32
SDRL,Seadrill Limited,null,null,null,null,1.761,null,null,0.3479,0.2599
SDLP,Seadrill Partners LLC,1.6352,6.414454219,0.230796752,1.4421,0.231,258.894,-0.0349,3.43,3.46
SEE,Sealed Air Corporation,0.2298,null,null,26.9106,8.633,null,-1.21,43.06,47.71
SSW,Seaspan Corporation,0.6527,9.083450535,0.554479091,6.1854,3.777,221.3529,0.37,8.99,5.92
SSW^D,Seaspan Corporation,null,null,null,null,null,null,null,null,
SSW^E,Seaspan Corporation,null,null,null,null,null,null,null,null,
SSW^G,Seaspan Corporation,null,null,null,null,null,null,null,null,
SSW^H,Seaspan Corporation,null,null,null,null,null,null,null,null,
SSWA,Seaspan Corporation,null,null,null,null,null,null,null,null,
SSWN,Seaspan Corporation,null,null,null,null,null,null,null,null,
SEAS,"SeaWorld Entertainment, Inc.",0.1012,-63.39357402,8.108117851,13.5209,14.203,662.6173,-0.73,21.92,12.77
JBN,Select Asset Inc.,null,null,null,null,null,null,null,null,
JBR,Select Asset Inc.,null,null,null,null,null,null,null,null,
WTTR,"Select Energy Services, Inc.",0.0302,-0.652140211,2.239329126,49.636,3.392,11.2067,0.154,15.3,
SEM,Select Medical Holdings Corporation,0.1913,21.35193655,2.52121968,21.937,4.624,362.6441,0.25,18.125,16.75
SGZA,"Selective Insurance Group, Inc.",null,null,null,null,null,null,null,null,
SEMG,Semgroup Corporation,0.4527,-2.95619688,1.189310816,62.4719,17.851,169.8887,-0.48,25.6,27.15
SMI,Semiconductor  Manufacturing International Corporation,0.5253,2.80052787,null,null,8.84,64.2398,null,6.6401,6.91
SRE,Sempra Energy,0.0262,1.181834762,2.153080416,21.2426,6.857,186.5522,1.34,116.247,114.69
SRE^A,Sempra Energy,null,null,null,null,null,null,null,null,
SEND,"SendGrid, Inc.",9.39,null,6.28643768,null,1.519,9.5873,-0.03,27.61,19.55
ST,Sensata Technologies Holding plc,1.2438,19.10499155,3.487762984,24.0154,21.154,131.7802,0.53,50.7,51.66
SXT,Sensient Technologies Corporation,0.1497,13.66513026,3.693062391,24.3406,11.771,85.9867,0.89,72.08,74.74
SQNS,Sequans Communications S.A.,0.613,-283.3180258,11.45325813,null,13.146,118.1666,-0.1,2.03,1.78
SRG,Seritage Growth Properties,null,-5.424836798,1.913676926,null,26.322,155.8714,0.26,42.44,40.3
SRG^A,Seritage Growth Properties,null,null,null,null,null,null,null,null,
SCI,Service Corporation International,0.3709,33.71433325,4.332672208,22.7512,17.886,225.2988,0.44,36.15,38
SERV,"ServiceMaster Global Holdings, Inc.",0.5729,53.09090909,6.436228876,20.685,4.31,220.9677,0.3,59.35,49.72
NOW,"ServiceNow, Inc.",0.8989,-15.14055684,34.69267645,null,6.941,133.4685,0.06,171.65,121.01
SHAK,"Shake Shack, Inc.",2.4848,0.536891625,13.60484573,64.4532,8.777,2.7242,null,69.33,45.74
SJR,Shaw Communications Inc.,2.6228,9.903811899,null,null,5.435,75.4199,null,20.93,23.17
SHLX,"Shell Midstream Partners, L.P.",2.5371,82.82147811,12.91480049,24.4935,3.032,224.6777,0.18,21.93,27.83
SHW,Sherwin-Williams Company (The),0.0367,61.96748234,9.955773749,26.1357,2.423,293.0101,2.68,404.7,407.02
SHG,Shinhan Financial Group Co Ltd,null,8.741928938,null,null,3.815,272.1543,null,39.265,43.96
SFL,Ship Finance International Limited,0.5332,8.049683671,1.292757466,12.2939,10.416,120.2114,0.24,15.1,14.8
SHOP,Shopify Inc.,13.9117,-4.10519844,null,null,9.365,0,null,149.76,101.4
SSTK,"Shutterstock, Inc.",1.2337,13.4910794,4.562234493,53.8856,14.694,0,0.94,48,42.41
SBGL,Sibanye Gold Limited,null,-21.95113505,null,null,3.764,null,null,2.36,4.83
SIG,Signet Jewelers Limited,0.0981,-4.034844315,1.795777569,9.7179,5.342,40.1324,-8.48,58.78,53.02
SBOW,"SilverBow Resorces, Inc.",0.0658,37.0942228,1.528705769,19.6927,0.715,120.382,0.73,28.97,24.11
SPG,"Simon Property Group, Inc.",0.0861,55.42042395,15.22730357,25.1555,9.836,682.2626,2,172.92,166.35
SPG^J,"Simon Property Group, Inc.",0.217,null,null,null,null,null,null,null,
SSD,"Simpson Manufacturing Company, Inc.",0.1388,10.75019182,3.269500803,22.2861,13.808,0.3969,0.55,62.61,58.43
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",0.9689,23.19059803,null,null,0.887,3.7084,null,60.61,56.8
SITE,"SiteOne Landscape Supply, Inc.",0.102,28.2111437,17.41167884,44.5438,13.423,293.4858,-0.43,88.41,70.65
SIX,Six Flags Entertainment Corporation New,0.0654,null,null,43.3907,11.394,null,-0.74,71.88,
SJW,SJW Group,0.0729,12.92449075,3.070932118,23.1656,5.718,102.6964,0.06,67.77,63.37
SKM,"SK Telecom Co., Ltd.",0.3675,15.10656028,null,null,0.681,40.6776,null,23.29,27.31
SKX,"Skechers U.S.A., Inc.",1.0387,11.10478506,2.397526671,20.4553,3.077,4.3496,0.75,30.29,36.31
SKY,Skyline Champion Corporation,0.6192,29.83225806,8.614238439,1886.4097,4.912,0,null,34.805,12.73
SLG,SL Green Realty Corporation,0.6923,2.661024572,1.429869701,146.2696,5.468,87.3355,1.12,101.135,103.02
SLG^I,SL Green Realty Corporation,0.6568,null,null,null,null,null,null,null,
SM,SM Energy Company,0.7215,3.082957242,1.033644499,null,5.39,107.3799,2.84,26.75,21.55
SFS,Smart,0.13,-29.92709535,1.101415442,51.0115,8.643,172.3399,null,6.175,8.4
SMAR,Smartsheet Inc.,0.7372,null,null,null,0.317,null,null,26.7476,
SNN,"Smith & Nephew SNATS, Inc.",0.5659,17.83306208,null,null,1.704,null,null,37.37,35.53
AOS,Smith (A.O.) Corporation,0.8863,18.78588005,6.556103602,28.4289,5.699,17.1623,0.58,60.15,61.06
SNAP,Snap Inc.,6.0438,-49.69888313,5.827707728,null,5.557,0,-0.3,13.3,
SNA,Snap-On Incorporated,0.1025,19.86075863,2.911333038,16.326,17.252,35.3935,2.87,161.13,170.78
IPOA,Social Capital Hedosophia Holdings Corp.,2.2714,null,0.299152402,null,1.05,0,-0.02,10.04,9.98
IPOA.U,Social Capital Hedosophia Holdings Corp.,null,null,null,null,null,null,null,null,
IPOA.WS,Social Capital Hedosophia Holdings Corp.,null,null,null,null,null,null,null,null,
SQM,Sociedad Quimica y Minera S.A.,1.2821,19.97540276,null,null,5.368,52.5772,null,49.21,51.96
SOGO,Sogou Inc.,2.476,null,4.73739208,null,5.576,0,0.04,12.12,11.67
SOI,"Solaris Oilfield Infrastructure, Inc.",1.4524,8.827807832,4.925359429,8.0144,7.371,0.1571,0.24,14.95,18.62
SAH,"Sonic Automotive, Inc.",0.0049,12.25208669,1.279493803,11.0706,28.177,330.2916,-0.05,22.85,21.2
SON,Sonoco Products Company,0.2948,11.65584383,2.87256663,19.5758,4.86,82.6434,0.74,52.2,53.71
SNE,Sony Corp Ord,0.3852,17.96262937,null,null,2.901,45.3286,null,51.37,44.63
BID,Sotheby&#39;s,0.3761,22.44209829,4.90492798,30.0237,13.06,123.2823,-0.12,55.41,51.74
SOR,"Source Capital, Inc.",0.3606,null,null,null,0.15,null,null,40.058,40.1
SJI,"South Jersey Industries, Inc.",0.4236,5.409217211,2.100896735,27.6705,25.348,116.0095,1.4,33.36,32.14
SJIU,"South Jersey Industries, Inc.",0.4916,null,null,null,null,null,null,null,
SXE,"Southcross Energy Partners, L.P.",0.0442,-13.36686549,0.25360966,null,0.868,108.3476,-0.2769,1.5965,1.65
SCE^G,Southern California Edison Company,null,null,null,null,null,null,null,null,
SCE^H,Southern California Edison Company,null,null,null,null,null,null,null,null,
SCE^J,Southern California Edison Company,null,null,null,null,null,null,null,null,
SCE^K,Southern California Edison Company,null,null,null,null,null,null,null,null,
SCE^L,Southern California Edison Company,null,null,null,null,null,null,null,null,
SO,Southern Company (The),0.1676,4.508740205,1.875655367,16.0321,5.828,210.5366,0.93,46.11,51.19
SOJA,Southern Company (The),null,null,null,null,null,null,null,null,
SOJB,Southern Company (The),null,null,null,null,null,null,null,null,
SOJC,Southern Company (The),null,null,null,null,null,null,null,null,
SCCO,Southern Copper Corporation,0.9533,14.23319792,5.576931794,27.1588,10.381,93.8709,0.61,46.66,42.28
LUV,Southwest Airlines Company,0.4528,40.39723952,3.088587002,17.7987,1.469,38.1225,0.79,50.92,63.43
SWX,"Southwest Gas Holdings, Inc.",0.108,11.32843327,1.991816319,23.3357,4.727,108.8296,1.63,76.32,80.48
SWN,Southwestern Energy Company,1.3087,null,1.422185454,20.2523,3.894,200.3192,0.36,5.445,5.54
SPA,Sparton Corporation,0.0067,-12.76683607,2.636517416,74.5836,1.508,136.8405,0.06,19.48,23.11
SPE,Special Opportunities Fund Inc.,0.0187,null,null,null,0.167,null,null,14.98,16.01
SPE^B,Special Opportunities Fund Inc.,0.0155,null,null,null,null,null,null,null,
SEP,"Spectra Energy Partners, LP",0.102,3.529164035,1.3069946,13.4586,0.918,74.511,0.91,31.97,
SPB           ,"Spectrum Brands Holdings, Inc.",0.1214,19.10959493,2.681108274,25.3625,8.119,255.7043,0.03,84.1,110.78
TRK,"Speedway Motorsports, Inc.",0.1187,17.36978492,0.781514362,17.2375,2.049,24.6586,-0.07,17.72,19.45
SR,Spire Inc.,0.0055,11.01449275,1.602095848,19.5706,3.11,119.3917,2.03,70.65,77.15
SPR,"Spirit Aerosystems Holdings, Inc.",0.0192,19.02780511,6.092199822,11.9315,6.624,72.7377,1.11,86.2,
SAVE,"Spirit Airlines, Inc.",0.9545,21.83815198,1.4477131,14.1171,7.835,116.0778,-0.66,35.4,
SMTA,Spirit MTA REIT,null,null,11.92872894,null,null,0,-0.14,10.22,
SRC,"Spirit Realty Capital, Inc.",null,2.722728694,1.194772712,25.1865,0.724,124.8579,0.06,8.435,8.42
SRC^A,"Spirit Realty Capital, Inc.",null,null,null,null,null,null,null,null,
SPOT,Spotify Technology S.A.,0.809,null,161.7119101,null,1.44,634.7826,-1.01,180.01,
SRLP,Sprague Resources LP,0.0123,19.13667607,2.867329652,18.633,2.814,358.7526,3.22,23.8025,23.85
S,Sprint Corporation,0.6674,32.72075104,0.822091721,1242.616,12.46,155.1525,0.02,5.44,5.68
SPXC,SPX Corporation,0.59,30.98125689,4.511393067,43.1905,2.789,107.0228,0.29,36.14,30.47
FLOW,"SPX FLOW, Inc.",0.5884,7.583716349,1.822098866,33.4245,1.483,84.4634,0.37,46.03,45.91
SQ,"Square, Inc.",0.4167,-9.974038763,30.59059243,null,3.533,45.5338,-0.06,62.96,38.08
JOE,St. Joe Company (The),0.83,9.275006836,2.063983531,74.8524,16.995,9.7881,0.01,18.055,18.8
STAG,"Stag Industrial, Inc.",null,4.248175718,2.183173137,905.3747,2.482,99.0604,0.22,27.36,
STAG^B.CL,"Stag Industrial, Inc.",null,null,null,null,null,null,null,null,
STAG^C,"Stag Industrial, Inc.",null,null,null,null,null,null,null,null,
SSI,"Stage Stores, Inc.",0.1037,-14.8929201,0.209127878,null,12.346,84.927,-1.14,2.3602,1.88
SMP,"Standard Motor Products, Inc.",0.1302,6.592867377,2.459973555,18.1278,7.728,20.8749,0.36,50.515,
SXI,Standex International Corporation,0.1039,9.137822168,2.922397878,20.315,3.197,45.8608,1.01,104.1,100.7
SWJ,"Stanley Black & Decker, Inc.",0.0996,null,null,null,null,null,null,null,
SWK,"Stanley Black & Decker, Inc.",0.1481,13.84071114,2.671401294,19.4421,1.337,54.6884,1.13,136.2,165.95
SWP,"Stanley Black & Decker, Inc.",0.6466,null,null,null,null,null,null,null,
STN,Stantec Inc,0.2014,10.00432916,null,null,28.941,46.9376,null,25.75,27.15
SGU,"Star Group, L.P.",0.0552,14.99173718,1.474338955,19.5507,0.512,50.7394,0.98,9.68,10.37
SRT,"StarTek, Inc.",0.0961,-30.31516568,2.801936766,40.9389,9.994,76.1035,-0.62,6.815,9.81
STWD,"STARWOOD PROPERTY TRUST, INC.",null,8.891467221,1.314026038,10.2009,6.56,175.1012,0.38,22.3369,21.67
STT,State Street Corporation,null,11.57207001,1.816063621,15.5675,2.664,73.2675,1.65,95.97,
STT^C,State Street Corporation,null,null,null,null,null,null,null,null,
STT^D,State Street Corporation,null,null,null,null,null,null,null,null,
STT^E,State Street Corporation,null,null,null,null,null,null,null,null,
STT^G,State Street Corporation,null,null,null,null,null,null,null,null,
SPLP,Steel Partners Holdings LP,0.6398,-0.890380357,0.82363768,16.4223,0.276,88.3235,-0.35,16.95,19.25
SPLP^A,Steel Partners Holdings LP,null,null,null,null,null,null,null,null,
SCS,Steelcase Inc.,0.5168,9.796684392,2.029979503,14.1912,4.831,36.272,0.14,13.85,14.2
SCA,Stellus Capital Investment Corporation,0.4018,null,null,null,null,null,null,null,
SCM,Stellus Capital Investment Corporation,0.4206,12.11990448,0.947481875,9.8398,5.483,113.4951,0.46,13.3,13.03
SCL,Stepan Company,0.4557,12.48611702,2.207909389,23.333,1.287,37.5445,1.33,77.91,78.75
STE,STERIS plc,0.5104,9.689839533,2.771634873,27.3537,6.18,41.0487,0.87,105.135,87.9
STL,Sterling Bancorp,0.8338,4.942238886,1.29917406,18.7838,12.199,119.1757,0.43,24,25.25
STL^A,Sterling Bancorp,0.8045,null,null,null,null,null,null,null,
STC,Stewart Information Services Corporation,0.7742,6.310223794,1.547373297,15.8682,2.447,16.6866,-0.16,42.57,41.31
