Symbol,Name,,,CASH_RATIO,CASH_RATIO,True Cash Ratio,RETURN_COM_EQY,PX_TO_BOOK_RATIO,PE_RATIO,SHORT_INT_RATIO,TOT_DEBT_TO_COM_EQY,IS_EPS,Last price,,
EMR,Emerson Electric Company,EMR US Equity,EMR UA Equity,0.5,0.5,0.5,21.71172263,5.152232506,22.6404,3.448,61.1163,0.76,69.935,27/06/2017 17:00,66.67
ESRT,"Empire State Realty Trust, Inc.",ESRT US Equity,ESRT UA Equity,0.4111,0.4111,0.4111,5.443028249,2.425854423,90.4558,2.222,165.9986,0.06,17.05,27/06/2017 17:00,20.47
EIG,Employers Holdings Inc,EIG US Equity,EIG UA Equity,#VALUE!,#VALUE!,null,11.52519746,1.43640465,13.351,4.578,2.1498,0.78,41.05,27/06/2017 17:00,47
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),EDN US Equity,EDN UA Equity,#VALUE!,#VALUE!,null,104.8655534,null,null,0.672,#N/A N/A,#N/A N/A,38.3,27/06/2017 17:00,48.79
ENBL,"Enable Midstream Partners, LP",ENBL US Equity,ENBL UA Equity,0.0214,0.0214,0.0214,5.387488993,1.01919145,17.9103,2.239,50.2781,0.24,17.36,27/06/2017 17:00,14.75
EEQ,Enbridge Energy Management LLC,EEQ US Equity,EEQ UA Equity,#VALUE!,#VALUE!,null,-3144.444444,890.1669281,null,2.414,0,-0.0193,9.51,27/06/2017 17:00,13.63
EEP,"Enbridge Energy, L.P.",EEP US Equity,EEP UA Equity,0.0151,0.0151,0.0151,9.460961063,2.424016124,20.2179,2.793,388.0718,0.15,10.01,27/06/2017 17:00,14.49
ENB,Enbridge Inc,ENB US Equity,ENB UA Equity,0.0478,0.0478,0.0478,4.400572677,null,null,6.397,123.5857,#N/A N/A,32.13,27/06/2017 17:00,38.37
ENBA,Enbridge Inc,ENBA US Equity,ENBA UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ECA,Encana Corporation,ECA US Equity,ECA UA Equity,0.257,0.257,0.257,8.224945493,1.766725693,11.8245,1.343,62.8394,0.16,13.465,27/06/2017 17:00,11.75
EHC,Encompass Health Corporation,EHC US Equity,EHC UA Equity,0.151,0.151,0.151,27.65214752,5.474031721,17.2717,3.594,215.2966,0.85,67.74,27/06/2017 17:00,49.37
EXK,Endeavour Silver Corporation,EXK US Equity,EXK UA Equity,1.8691,1.8691,1.8691,4.133154834,null,null,5.87,0,#N/A N/A,3.185,27/06/2017 17:00,2.08
NDRO,Enduro Royalty Trust,NDRO US Equity,NDRO UA Equity,#VALUE!,#VALUE!,null,46.0601939,1.29110741,10.0832,0.122,0,0.0719,3.725,27/06/2017 17:00,3
ENIA,Enel Americas S.A.,ENIA US Equity,ENIA UA Equity,0.2268,0.2268,0.2268,12.95755095,null,null,1.386,78.7495,#N/A N/A,9.05,27/06/2017 17:00,9.89
ENIC,Enel Chile S.A.,ENIC US Equity,ENIC UA Equity,2.0652,2.0652,2.0652,10.20443885,null,null,0.596,55.7365,#N/A N/A,4.97,27/06/2017 17:00,5.15
EOCC,Enel Generacion Chile S.A.,EOCC US Equity,EOCC UA Equity,0.6249,0.6249,0.6249,17.20839479,null,null,1.598,37.9416,#N/A N/A,20.36,27/06/2017 17:00,24.51
EGN,Energen Corporation,EGN US Equity,EGN UA Equity,0.0016,0.0016,0.0016,11.69523704,1.794131771,83.9981,1.78,21.2657,1.22,70.68,27/06/2017 17:00,54.64
ENR,"Energizer Holdings, Inc.",ENR US Equity,ENR UA Equity,0.8307,0.8307,0.8307,228.161435,82.11309315,16.5879,9.308,2525.0559,0.13,63.2,27/06/2017 17:00,48.33
EPC,"Energizer Holdings, Inc.",EPC US Equity,EPC UA Equity,0.8877,0.8877,0.8877,-1.212053509,1.531469822,19.202,11.068,82.3533,1.21,49.8,27/06/2017 17:00,59.65
ETE,"Energy Transfer Equity, L.P.",ETE US Equity,ETE UA Equity,0.0753,0.0753,0.0753,null,null,8.8403,5.213,#N/A N/A,0.31,17.125,27/06/2017 17:00,16.33
ETP,"Energy Transfer Partners, L.P.",ETP US Equity,ETP UA Equity,0.0717,0.0717,0.0717,6.896736653,0.787499981,1229.2237,1.736,119.6936,0.24,19.0958,27/06/2017 17:00,16.72
ETP^C,"Energy Transfer Partners, L.P.",ETP^C US Equity,ETP^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ERF,Enerplus Corporation,ERF US Equity,ERF UA Equity,1.123,1.123,1.123,11.91373927,2.290786103,23.8115,2.762,41.2703,0.0949,12.69,27/06/2017 17:00,8.9
ENS,Enersys,ENS US Equity,ENS UA Equity,1.0704,1.0704,1.0704,10.40184313,2.68525221,15.3443,1.916,50.0153,1.29,77.45,27/06/2017 17:00,68.07
EGL,"Engility Holdings, Inc.",EGL US Equity,EGL UA Equity,1.1627,1.1627,1.1627,-5.17854989,1.623589884,35.576,4.714,140.5251,0.18,29.99,27/06/2017 17:00,27.78
E,ENI S.p.A.,E US Equity,E UA Equity,1.1955,1.1955,1.1955,6.626375146,null,null,0.596,49.0608,#N/A N/A,37.02,27/06/2017 17:00,33.07
ENLK,"EnLink Midstream Partners, LP",ENLK US Equity,ENLK UA Equity,1.2691,1.2691,1.2691,1.573812787,1.82466689,227.8033,4.126,133.153,0.06,15.21,27/06/2017 17:00,15.68
ENLC,"EnLink Midstream, LLC",ENLC US Equity,ENLC UA Equity,1.0622,1.0622,1.0622,12.19656284,1.544345741,955.7649,9.951,207.4445,0.07,16.4,27/06/2017 17:00,16.9
EBF,"Ennis, Inc.",EBF US Equity,EBF UA Equity,2.6851,2.6851,2.6851,13.27672594,1.934419735,17.0201,11.043,11.4633,0.37,20.2,27/06/2017 17:00,19.35
ENVA,"Enova International, Inc.",ENVA US Equity,ENVA UA Equity,2.8657,2.8657,2.8657,15.07681912,3.780565152,12.4709,2.902,239.0152,0.83,35.5,27/06/2017 17:00,15.15
NPO,EnPro Industries,NPO US Equity,NPO UA Equity,3.1893,3.1893,3.1893,86.43343359,1.649138163,49.993,3.16,67.3399,0.59,72.48,27/06/2017 17:00,88.14
ESV,ENSCO plc,ESV US Equity,ESV UA Equity,3.4419,3.4419,3.4419,-4.97775769,0.313354582,25.8644,5.867,58.035,-0.32,7.115,27/06/2017 17:00,5.73
ETM,Entercom Communications Corp.,ETM US Equity,ETM UA Equity,3.2542,3.2542,3.2542,21.65668364,0.633537621,10.8505,8.567,107.7255,-0.1,7.8,27/06/2017 17:00,10.8
EAB,"Entergy Arkansas, Inc.",EAB US Equity,EAB UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
EAE,"Entergy Arkansas, Inc.",EAE US Equity,EAE UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
EAI,"Entergy Arkansas, Inc.",EAI US Equity,EAI UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ETR,Entergy Corporation,ETR US Equity,ETR UA Equity,0.2304,0.2304,0.2304,5.760518938,1.828862794,11.0968,3.208,221.6921,0.73,81.11,27/06/2017 17:00,83.26
ELC,"Entergy Louisiana, Inc.",ELC US Equity,ELC UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ELJ,"Entergy Louisiana, Inc.",ELJ US Equity,ELJ UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ELU,"Entergy Louisiana, Inc.",ELU US Equity,ELU UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
EMP,"Entergy Mississippi, Inc.",EMP US Equity,EMP UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ENJ,"Entergy New Orleans, LLC",ENJ US Equity,ENJ UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ENO,"Entergy New Orleans, LLC",ENO US Equity,ENO UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
EZT,Entergy Texas Inc,EZT US Equity,EZT UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
EPD,Enterprise Products Partners L.P.,EPD US Equity,EPD UA Equity,0.0116,0.0116,0.0116,12.96770977,2.61581504,21.1512,2.496,111.6023,0.41,27.7337,27/06/2017 17:00,25.73
EVC,Entravision Communications Corporation,EVC US Equity,EVC UA Equity,4.8491,4.8491,4.8491,65.11223504,1.320020035,31.5474,4.948,86.623,-0.02,4.975,27/06/2017 17:00,7.5
ENV,"Envestnet, Inc",ENV US Equity,ENV UA Equity,0.2777,0.2777,0.2777,4.175676493,5.563700126,359.7434,3.194,92.5478,0.18,56.5,27/06/2017 17:00,49.65
EVHC,Envision Healthcare Corporation,EVHC US Equity,EVHC UA Equity,0.6862,0.6862,0.6862,2.046141607,0.834679353,27.6481,9.081,71.6299,-0.72,44.405,27/06/2017 17:00,33.4
EVA,"Enviva Partners, LP",EVA US Equity,EVA UA Equity,0.0569,0.0569,0.0569,-0.554659158,4.452475919,27.5681,1.588,287.9398,-0.734,29,27/06/2017 17:00,27.4
ENZ,"Enzo Biochem, Inc.",ENZ US Equity,ENZ UA Equity,3.421,3.421,3.421,-5.10229163,2.899198987,null,8.557,0,-0.06,5.31,27/06/2017 17:00,8.72
EOG,"EOG Resources, Inc.",EOG US Equity,EOG UA Equity,3.2443,3.2443,3.2443,20.75247482,4.008572061,209.1196,3.569,38.2097,1.11,124.5,27/06/2017 17:00,100.28
EPE,EP Energy Corporation,EPE US Equity,EPE UA Equity,3.351,3.351,3.351,-26.70807453,1.87331704,19.6053,5.442,1006.0976,0.07,3.46,27/06/2017 17:00,1.75
EPAM,"EPAM Systems, Inc.",EPAM US Equity,EPAM UA Equity,2.9785,2.9785,2.9785,12.01163744,6.015895591,40.2901,2.078,2.3713,1.21,122.57,27/06/2017 17:00,104.57
EPR,EPR Properties,EPR US Equity,EPR UA Equity,#VALUE!,#VALUE!,null,9.539532383,1.945786731,23.2,6.016,125.0358,0.32,65.95,27/06/2017 17:00,67.5
EPR^C,EPR Properties,EPR^C US Equity,EPR^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
EPR^E,EPR Properties,EPR^E US Equity,EPR^E UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
EPR^G,EPR Properties,EPR^G US Equity,EPR^G UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
EQT,EQT Corporation,EQT US Equity,EQT UA Equity,0.1898,0.1898,0.1898,-2.722841235,1.214813809,99.0362,3.391,63.6448,-5.99,56.11,27/06/2017 17:00,55.99
EQGP,"EQT GP Holdings, LP",EQGP US Equity,EQGP UA Equity,0.0561,0.0561,0.0561,null,null,26.158,9.377,#N/A N/A,0.3,23.72,27/06/2017 17:00,25.87
EQM,"EQT Midstream Partners, LP",EQM US Equity,EQM UA Equity,0.0547,0.0547,0.0547,20.65533447,1.967634305,13.751,3.071,59.2151,1.61,52.2,27/06/2017 17:00,71.06
EFX,"Equifax, Inc.",EFX US Equity,EFX UA Equity,0.162,0.162,0.162,17.03446485,4.581737609,28.2611,3.974,80.2547,0.76,125.27,27/06/2017 17:00,118.22
EQNR,Equinor ASA,EQNR US Equity,EQNR UA Equity,#VALUE!,#VALUE!,null,12.15265942,null,null,3.773,#N/A N/A,#N/A N/A,26.5495,27/06/2017 17:00,20.77
EQC,Equity Commonwealth,EQC US Equity,EQC UA Equity,#VALUE!,#VALUE!,null,5.759398312,1.172356993,224.2518,4.809,20.7031,1.5,31.6099,27/06/2017 17:00,30.41
EQC^D,Equity Commonwealth,EQC^D US Equity,EQC^D UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
ELS,"Equity Lifestyle Properties, Inc.",ELS US Equity,ELS UA Equity,#VALUE!,#VALUE!,null,19.97213546,7.850331528,42.9552,3.258,216.7024,0.68,91.5,27/06/2017 17:00,91.42
EQR,Equity Residential,EQR US Equity,EQR UA Equity,#VALUE!,#VALUE!,null,6.52289488,2.286802446,58.6385,3.89,84.4671,0.57,63.3,27/06/2017 17:00,66.3
EQS,"Equus Total Return, Inc.",EQS US Equity,EQS UA Equity,#VALUE!,#VALUE!,null,2.427906757,0.746833597,17.2896,0,43.902,0,2.37,27/06/2017 17:00,2.39
ERA,"Era Group, Inc.",ERA US Equity,ERA UA Equity,0.5639,0.5639,0.5639,-5.215789988,0.653516423,null,2.365,42.7999,-0.06,13.81,27/06/2017 17:00,9.49
EROS,Eros International PLC,EROS US Equity,EROS UA Equity,0.3552,0.3552,0.3552,0.492623912,1.029812779,178.9062,27.36,#N/A N/A,#N/A N/A,14,27/06/2017 17:00,9.9
ESE,ESCO Technologies Inc.,ESE US Equity,ESE UA Equity,0.3713,0.3713,0.3713,11.30441016,2.041983435,29.7651,2.606,36.8293,0.39,58.475,27/06/2017 17:00,61.75
ESNT,Essent Group Ltd.,ESNT US Equity,ESNT UA Equity,0.4281,0.4281,0.4281,24.89511573,1.779837755,13.2386,2.434,13.216,1.14,35.93,27/06/2017 17:00,46.44
EPRT,"Essential Properties Realty Trust, Inc.",EPRT US Equity,EPRT UA Equity,0.6109,0.6109,0.6109,null,0.010639889,null,#N/A N/A,315.8447,#N/A N/A,13.705,#N/A Limit: Monthly,
ESS,"Essex Property Trust, Inc.",ESS US Equity,ESS UA Equity,#VALUE!,#VALUE!,null,5.462180417,2.433848734,64.3588,4.333,89.797,1.38,235.29,27/06/2017 17:00,249.15
EL,"Estee Lauder Companies, Inc. (The)",EL US Equity,EL UA Equity,0.6167,0.6167,0.6167,26.07021518,11.39795139,26.8435,5.163,77.6693,1.01,149.22,27/06/2017 17:00,124.95
ESL,Esterline Technologies Corporation,ESL US Equity,ESL UA Equity,0.5808,0.5808,0.5808,3.202973853,1.183347662,19.6625,5.007,43.5734,0.81,74.25,27/06/2017 17:00,70.9
ETH,Ethan Allen Interiors Inc.,ETH US Equity,ETH UA Equity,0.7344,0.7344,0.7344,9.119229892,1.655409775,24.0096,12.375,0.4249,0.1,24.6,27/06/2017 17:00,28.45
EURN,Euronav NV,EURN US Equity,EURN UA Equity,0.745,0.745,0.745,-3.86413721,null,null,28.333,51.2252,#N/A N/A,9.525,27/06/2017 17:00,8.35
EEA,"European Equity Fund, Inc. (The)",EEA US Equity,EEA UA Equity,#VALUE!,0.3312,0.3312,null,null,null,0.937,#N/A N/A,#N/A N/A,9.34,27/06/2017 17:00,9.83
EVR,Evercore Inc.,EVR US Equity,EVR UA Equity,#VALUE!,0.3278,0.3278,25.27521352,7.995083147,16.0852,3.856,36.5342,2.36,109.3,27/06/2017 17:00,90.15
RE,"Everest Re Group, Ltd.",RE US Equity,RE UA Equity,#VALUE!,#VALUE!,null,4.613416106,1.140501882,8.5609,2.361,7.5915,5.14,230.15,27/06/2017 17:00,219.82
EVRG,"Evergy, Inc.",EVRG US Equity,EVRG UA Equity,#VALUE!,#VALUE!,null,null,null,null,2.265,#N/A N/A,0,55.29,27/06/2017 17:00,55.65
EVRI,Everi Holdings Inc.,EVRI US Equity,EVRI UA Equity,0.3407,0.3407,0.3407,null,null,null,2.661,#N/A N/A,0.07,7.23,27/06/2017 17:00,7.63
ES,Eversource Energy,ES US Equity,ES UA Equity,0.0742,0.0742,0.0742,9.078479946,1.611104078,19.6472,2.124,126.6358,0.85,57.74,27/06/2017 17:00,64.21
EVTC,"Evertec, Inc.",EVTC US Equity,EVTC UA Equity,0.3926,0.3926,0.3926,37.05062486,9.221709362,14.7719,1.982,342.0103,0.32,22.15,27/06/2017 17:00,13.15
EVH,"Evolent Health, Inc",EVH US Equity,EVH UA Equity,1.7131,1.7131,1.7131,-6.275489752,1.694324251,null,12.91,11.6593,-0.18,22.8,27/06/2017 17:00,13
AQUA,Evoqua Water Technologies Corp.,AQUA US Equity,AQUA UA Equity,0.3043,0.3043,0.3043,null,6.50420603,null,3.882,229.6303,0.11,20.98,27/06/2017 17:00,23.61
XAN,Exantas Capital Corp.,XAN US Equity,XAN UA Equity,0.268,0.268,0.268,-2.256829486,0.748993453,9.8983,11.479,284.1575,-0.4,10.25,27/06/2017 17:00,9.65
XAN^C,Exantas Capital Corp.,XAN^C US Equity,XAN^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
EXC,Exelon Corporation,EXC US Equity,EXC UA Equity,0.0775,0.0775,0.0775,11.83911489,1.328227667,14.3904,5.207,119.5825,0.61,42.11,27/06/2017 17:00,41.01
EXPR,"Express, Inc.",EXPR US Equity,EXPR UA Equity,0.5697,0.5697,0.5697,3.851785004,1.219827115,11.8276,5.676,10.4508,0.01,10.26,27/06/2017 17:00,10.87
STAY,"Extended Stay America, Inc.",STAY US Equity,STAY UA Equity,0.5738,0.5738,0.5738,14.21723929,3.278475715,19.5604,2.128,190.6241,0.1618,21.88,27/06/2017 17:00,17.2
EXTN,Exterran Corporation,EXTN US Equity,EXTN UA Equity,0.5378,0.5378,0.5378,3.394199361,1.684415168,325.5701,1.654,70.1023,0.15,26.44,#N/A Limit: Monthly,
EXR,Extra Space Storage Inc,EXR US Equity,EXR UA Equity,0.8121,0.8121,0.8121,21.17169265,5.342357284,26.7059,13.261,192.6125,0.7,101.58,27/06/2017 17:00,87.86
XOM,Exxon Mobil Corporation,XOM US Equity,XOM UA Equity,0.6837,0.6837,0.6837,11.1401247,1.793985765,24.6613,2.674,21.5824,1.09,82.39,27/06/2017 17:00,82.76
FNB,F.N.B. Corporation,FNB US Equity,FNB UA Equity,#VALUE!,#VALUE!,null,5.951471924,1.023649143,15.2637,9.272,103.234,0.26,13.725,27/06/2017 17:00,13.95
FNB^E,F.N.B. Corporation,FNB^E US Equity,FNB^E UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
FN,Fabrinet,FN US Equity,FN UA Equity,0.9165,0.9165,0.9165,12.82638306,1.782520605,16.1659,8.519,9.003,#N/A N/A,36.31,27/06/2017 17:00,30.21
FDS,FactSet Research Systems Inc.,FDS US Equity,FDS UA Equity,0.8775,0.8775,0.8775,44.96109724,13.26826467,24.115,13.573,93.8917,#N/A N/A,202.38,27/06/2017 17:00,204.04
FICO,Fair Isaac Corporation,FICO US Equity,FICO UA Equity,1.0085,1.0085,1.0085,31.29716071,15.37290819,38.53,2.801,189.8738,1.08,190.86,27/06/2017 17:00,154.95
SFUN,Fang Holdings Limited,SFUN US Equity,SFUN UA Equity,1.086,1.086,1.086,3.539051106,2.347590629,108.2444,3.595,#N/A N/A,#N/A N/A,3.98,27/06/2017 17:00,4.29
FPAC.U,Far Point Acquisition Corporation,FPAC.U US Equity,FPAC.U UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
FPI,Farmland Partners Inc.,FPI US Equity,FPI UA Equity,#VALUE!,#VALUE!,null,0.223523486,0.952785311,72.7806,16.511,164.0842,-0.08,9.14,27/06/2017 17:00,9.1
FPI^B,Farmland Partners Inc.,FPI^B US Equity,FPI^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
FBK,FB Financial Corporation,FBK US Equity,FBK UA Equity,#VALUE!,#VALUE!,null,13.09229693,2.040852398,26.9683,3.329,47.9511,0.65,40.69,27/06/2017 17:00,43.05
FFG,"FBL Financial Group, Inc.",FFG US Equity,FFG UA Equity,#VALUE!,#VALUE!,null,15.68139824,1.588375392,13.7463,6.83,7.6914,0.94,79.075,27/06/2017 17:00,70.55
FCB,"FCB Financial Holdings, Inc.",FCB US Equity,FCB UA Equity,#VALUE!,#VALUE!,null,10.70650071,2.165489004,16.1724,2.178,57.8097,0.89,60.5,27/06/2017 17:00,51.3
AGM,Federal Agricultural Mortgage Corporation,AGM US Equity,AGM UA Equity,#VALUE!,#VALUE!,null,15.17716514,1.855150699,15.9233,5.742,3267.087,2.12,92.89,27/06/2017 17:00,71.19
AGM.A,Federal Agricultural Mortgage Corporation,AGM.A US Equity,AGM.A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AGM^A,Federal Agricultural Mortgage Corporation,AGM^A US Equity,AGM^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AGM^B,Federal Agricultural Mortgage Corporation,AGM^B US Equity,AGM^B UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
AGM^C,Federal Agricultural Mortgage Corporation,AGM^C US Equity,AGM^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
FRT,Federal Realty Investment Trust,FRT US Equity,FRT UA Equity,#VALUE!,#VALUE!,null,14.30543002,4.386418103,40.5749,6.366,159.4648,0.81,125.77,27/06/2017 17:00,130.5
FRT^C,Federal Realty Investment Trust,FRT^C US Equity,FRT^C UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
FSS,Federal Signal Corporation,FSS US Equity,FSS UA Equity,0.2698,0.2698,0.2698,15.49100968,2.969993645,24.7583,1.771,56.8844,0.22,23.98,27/06/2017 17:00,19.8
FII,"Federated Investors, Inc.",FII US Equity,FII UA Equity,#VALUE!,#VALUE!,null,41.10669754,2.962349943,13.8928,11.142,20.6348,0.6,22.94,27/06/2017 17:00,34.46
FMN,Federated Premier Municipal Income Fund,FMN US Equity,FMN UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.114,#N/A N/A,#N/A N/A,13.36,27/06/2017 17:00,14.16
FDX,FedEx Corporation,FDX US Equity,FDX UA Equity,0.5013,0.5013,0.5013,25.76573023,3.234905932,17.8351,4.179,93.0454,4.15,237.59,27/06/2017 17:00,239.5
RACE,Ferrari N.V.,RACE US Equity,RACE UA Equity,0.4497,0.4497,0.4497,81.66929718,25.27271651,28.8421,11.582,203.8115,0.78,138.44,27/06/2017 17:00,106.65
FGP,"Ferrellgas Partners, L.P.",FGP US Equity,FGP UA Equity,0.3365,0.3365,0.3365,null,null,null,15.388,#N/A N/A,0.11,3.315,27/06/2017 17:00,4.26
FOE,Ferro Corporation,FOE US Equity,FOE UA Equity,0.2935,0.2935,0.2935,17.75542357,4.557101608,14.7279,3.547,212.0867,0.28,20.865,27/06/2017 17:00,23.41
FG,FGL Holdings,FG US Equity,FG UA Equity,0.0301,0.0424,0.0301,-5.628439213,1.11689124,null,1.302,8.2217,0.21,8.445,27/06/2017 17:00,9.45
FG.WS,FGL Holdings,FG.WS US Equity,FG.WS UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
FCAU,Fiat Chrysler Automobiles N.V.,FCAU US Equity,FCAU UA Equity,0.2493,0.2493,0.2493,18.69926556,1.451843287,4.6677,4.46,75.4635,0.66,19.41,27/06/2017 17:00,17.78
FBR,Fibria Celulose S.A.,FBR US Equity,FBR UA Equity,1.3189,1.3189,1.3189,9.37183189,null,null,0.662,124.482,#N/A N/A,18.84,27/06/2017 17:00,14.42
FNF,"Fidelity National Financial, Inc.",FNF US Equity,FNF UA Equity,#VALUE!,#VALUE!,null,12.42937853,2.255561002,14.1742,5.57,#N/A N/A,0.36,37.04,27/06/2017 17:00,40.23
FIS,"Fidelity National Information Services, Inc.",FIS US Equity,FIS UA Equity,0.19,0.19,0.19,13.38045452,3.352353434,33.8912,4.054,86.4793,0.55,106.39,27/06/2017 17:00,94.24
FMO,Fiduciary/Claymore MLP Opportunity Fund,FMO US Equity,FMO UA Equity,#VALUE!,#VALUE!,null,null,null,null,0.239,#N/A N/A,#N/A N/A,11.71,27/06/2017 17:00,11.83
FAF,First American Corporation (The),FAF US Equity,FAF UA Equity,#VALUE!,#VALUE!,null,13.4798778,1.598029565,14.0074,4.288,21.0761,0.68,50.74,27/06/2017 17:00,56.11
FBP,First BanCorp.,FBP US Equity,FBP UA Equity,#VALUE!,#VALUE!,null,3.962994702,0.89565143,14.3682,1.861,59.704,0.15,7.79,27/06/2017 17:00,5.08
FCFS,"First Cash, Inc.",FCFS US Equity,FCFS UA Equity,0.8101,0.8101,0.8101,10.50186483,2.856399304,22.8178,1.816,26.5677,0.9,90.95,27/06/2017 17:00,68
FCF,First Commonwealth Financial Corporation,FCF US Equity,FCF UA Equity,#VALUE!,#VALUE!,null,7.534221824,1.714717873,15.4228,5.937,74.2975,0.24,15.94,27/06/2017 17:00,14.75
FDC,First Data Corporation,FDC US Equity,FDC UA Equity,0.029,0.029,0.029,64.72081218,5.863881066,22.1504,10.472,564.9926,0.11,21.18,27/06/2017 17:00,16.73
FHN,First Horizon National Corporation,FHN US Equity,FHN UA Equity,#VALUE!,#VALUE!,null,6.007887612,1.445197358,15.2096,2.297,106.2781,0.28,18.44,27/06/2017 17:00,19.85
FHN^A,First Horizon National Corporation,FHN^A US Equity,FHN^A UA Equity,#VALUE!,#VALUE!,null,null,null,null,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Limit: Monthly,
FR,"First Industrial Realty Trust, Inc.",FR US Equity,FR UA Equity,#VALUE!,#VALUE!,null,16.00688097,2.769262878,52.9413,2.262,97.0524,0.3,33.55,27/06/2017 17:00,32.3
